,X,Y,Z,timestamp
0,-0.0029087031725794077,0.0034044981002807,-0.0018891695654019713,0.0
1,-0.0029087031725794077,0.0034044981002807,-0.0018891695654019713,0.00040520000038668513
2,-0.002910642186179757,0.0034044981002807,-0.0018922504968941212,0.0007222000022011343
3,-0.002910642186179757,0.0034044981002807,-0.0018922504968941212,0.0010916999999608379
4,-0.002910642186179757,0.0034044981002807,-0.0018922504968941212,0.0015987000006134622
5,-0.0010163126280531287,-0.000361144542694,-0.0013749715872108936,0.001971200003026752
6,-0.0010163126280531287,-0.000361144542694,-0.0013749715872108936,0.002317300000868272
7,-0.0010177736403420568,-0.0003613233566284,-0.0013801169116050005,0.002767199999652803
8,-0.0027179187163710594,-0.0033163428306579,-0.0008865072741173208,0.0031208000000333413
9,-0.0027179187163710594,-0.0033163428306579,-0.0008865072741173208,0.003499900001770584
10,-0.0027123424224555492,-0.0033163428306579,-0.0008771204156801105,0.0038393000031646807
11,-0.001565317390486598,0.001225471496582,0.0011577671393752098,0.004181200001767138
12,-0.001565317390486598,0.001225471496582,0.0011577671393752098,0.0044890000026498456
13,-0.0015581167535856366,0.001225471496582,0.001160033163614571,0.004864100003032945
14,-0.003904736367985606,0.0020110607147216,0.0006451739463955164,0.005258700002741534
15,-0.003904736367985606,0.0020110607147216,0.0006451739463955164,0.005623700002615806
16,-0.003906524274498224,0.0020111799240112,0.000652429589536041,0.005919999999605352
17,-0.002067238325253129,0.0029505491256713,-5.278084063320421e-05,0.006217600002855761
18,-0.002067238325253129,0.0029505491256713,-5.278084063320421e-05,0.0065100000028905924
19,-0.0020678681321442127,0.0029505491256713,-4.587374860420823e-05,0.006861300000309711
20,-0.0020678681321442127,0.0029505491256713,-4.587374860420823e-05,0.007231100000353763
21,-0.0020678681321442127,0.0029505491256713,-4.587374860420823e-05,0.007530099999712547
22,-0.002069497248157859,0.0029506683349609,-4.9519105232320726e-05,0.00782670000262442
23,-0.0036863042041659355,0.0012142658233642,0.00042748733540065587,0.008131000002322253
