(-0.0024353479966521263, -0.0014852285385131836, -0.002266358584165573)
(-0.0029087031725794077, 0.0034044981002807617, -0.0018891695654019713)
(-0.0029087031725794077, 0.0034044981002807617, -0.0018891695654019713)
(-0.002910642186179757, 0.0034044981002807617, -0.0018922504968941212)
(-0.002910642186179757, 0.0034044981002807617, -0.0018922504968941212)
(-0.002910642186179757, 0.0034044981002807617, -0.0018922504968941212)
(-0.0010163126280531287, -0.0003611445426940918, -0.0013749715872108936)
(-0.0010163126280531287, -0.0003611445426940918, -0.0013749715872108936)
(-0.0010177736403420568, -0.00036132335662841797, -0.0013801169116050005)
(-0.0027179187163710594, -0.003316342830657959, -0.0008865072741173208)
(-0.0027179187163710594, -0.003316342830657959, -0.0008865072741173208)
(-0.0027123424224555492, -0.003316342830657959, -0.0008771204156801105)
(-0.001565317390486598, 0.0012254714965820312, 0.0011577671393752098)
(-0.001565317390486598, 0.0012254714965820312, 0.0011577671393752098)
(-0.0015581167535856366, 0.0012254714965820312, 0.001160033163614571)
(-0.003904736367985606, 0.0020110607147216797, 0.0006451739463955164)
(-0.003904736367985606, 0.0020110607147216797, 0.0006451739463955164)
(-0.003906524274498224, 0.0020111799240112305, 0.000652429589536041)
(-0.002067238325253129, 0.0029505491256713867, -5.278084063320421e-05)
(-0.002067238325253129, 0.0029505491256713867, -5.278084063320421e-05)
(-0.0020678681321442127, 0.0029505491256713867, -4.587374860420823e-05)
(-0.0020678681321442127, 0.0029505491256713867, -4.587374860420823e-05)
(-0.0020678681321442127, 0.0029505491256713867, -4.587374860420823e-05)
(-0.002069497248157859, 0.0029506683349609375, -4.9519105232320726e-05)
(-0.0036863042041659355, 0.0012142658233642578, 0.00042748733540065587)
(-0.0036863042041659355, 0.0012142658233642578, 0.00042748733540065587)
(-0.0036863042041659355, 0.0012142658233642578, 0.00042748733540065587)
(-0.0036879023537039757, 0.001214146614074707, 0.0004238158871885389)
(-0.0010311800288036466, -0.002205371856689453, 0.0016998964129015803)
(-0.001033156760968268, -0.0022053122520446777, 0.0016987634589895606)
(-0.0015718488721176982, -0.0009604096412658691, -0.0010869516991078854)
(-0.0015718488721176982, -0.0009604096412658691, -0.0010869516991078854)
(-0.0015729261795058846, -0.0009604692459106445, -0.0010928750270977616)
(0.00032607815228402615, 0.0027233362197875977, -0.0017854399047791958)
(0.0003247627173550427, 0.0027234554290771484, -0.0017852161545306444)
(-0.003891687374562025, 0.0013663768768310547, -0.005134747829288244)
(-0.003895184490829706, 0.0013661384582519531, -0.005144135095179081)
(-0.003895184490829706, 0.0013661384582519531, -0.005144135095179081)
(-0.0003030831285286695, -0.00019919872283935547, -0.0002246414660476148)
(-0.0003030831285286695, -0.00019919872283935547, -0.0002246414660476148)
(-0.0012663212837651372, -0.0006808638572692871, 0.0028931042179465294)
(-0.0012663212837651372, -0.0006808638572692871, 0.0028931042179465294)
(-0.0008202681201510131, 0.001267075538635254, 0.001763783860951662)
